Data,Cod.ContaContabil,Valor
10/1/2017,08.01.00002,"-34,163.33 "
11/1/2017,08.01.00002,"-34,163.33 "
12/1/2017,08.01.00002,"-34,163.33 "
1/1/2018,08.01.00002,"-34,163.33 "
2/1/2018,08.01.00002,"-34,163.33 "
3/1/2018,08.01.00002,"-34,163.33 "
4/1/2018,08.01.00002,"-34,163.33 "
5/1/2018,08.01.00002,"-34,163.33 "
6/1/2018,08.01.00002,"-34,163.33 "
7/1/2018,08.01.00002,"-34,163.33 "
8/1/2018,08.01.00002,"-34,163.33 "
9/1/2018,08.01.00002,"-34,163.33 "
10/1/2018,08.01.00002,"-34,163.33 "
11/1/2018,08.01.00002,"-34,163.33 "
12/1/2018,08.01.00002,"-34,163.33 "
1/1/2019,08.01.00002,"-34,163.33 "
2/1/2019,08.01.00002,"-34,163.33 "
3/1/2019,08.01.00002,"-34,163.33 "
4/1/2019,08.01.00002,"-34,163.33 "
5/1/2019,08.01.00002,"-34,163.33 "
6/1/2019,08.01.00002,"-34,163.33 "
7/1/2019,08.01.00002,"-34,163.33 "
8/1/2019,08.01.00002,"-34,163.33 "
9/1/2019,08.01.00002,"-34,163.33 "
10/1/2019,08.01.00002,"-34,163.33 "
11/1/2019,08.01.00002,"-34,163.33 "
12/1/2019,08.01.00002,"-34,163.33 "
1/1/2020,08.01.00002,"-34,163.33 "
2/1/2020,08.01.00002,"-34,163.33 "
3/1/2020,08.01.00002,"-34,163.33 "
4/1/2020,08.01.00002,"-34,163.33 "
5/1/2020,08.01.00002,"-34,163.33 "
6/1/2020,08.01.00002,"-34,163.33 "
7/1/2020,08.01.00002,"-34,163.33 "
8/1/2017,08.01.00001,"-11,620.75 "
9/1/2017,08.01.00001,"-11,620.75 "
10/1/2017,08.01.00001,"-11,620.75 "
11/1/2017,08.01.00001,"-11,620.75 "
12/1/2017,08.01.00001,"-11,620.75 "
1/1/2018,08.01.00001,"-11,620.75 "
2/1/2018,08.01.00001,"-11,620.75 "
3/1/2018,08.01.00001,"-11,620.75 "
4/1/2018,08.01.00001,"-11,620.75 "
5/1/2018,08.01.00001,"-11,620.75 "
6/1/2018,08.01.00001,"-11,620.75 "
7/1/2018,08.01.00001,"-11,620.75 "
8/1/2018,08.01.00001,"-11,620.75 "
9/1/2018,08.01.00001,"-11,620.75 "
10/1/2018,08.01.00001,"-11,620.75 "
11/1/2018,08.01.00001,"-11,620.75 "
12/1/2018,08.01.00001,"-11,620.75 "
1/1/2019,08.01.00001,"-11,620.75 "
2/1/2019,08.01.00001,"-11,620.75 "
3/1/2019,08.01.00001,"-11,620.75 "
4/1/2019,08.01.00001,"-11,620.75 "
5/1/2019,08.01.00001,"-11,620.75 "
6/1/2019,08.01.00001,"-11,620.75 "
7/1/2019,08.01.00001,"-11,620.75 "
8/1/2019,08.01.00001,"-11,620.75 "
9/1/2019,08.01.00001,"-11,620.75 "
10/1/2019,08.01.00001,"-11,620.75 "
11/1/2019,08.01.00001,"-11,620.75 "
12/1/2019,08.01.00001,"-11,620.75 "
1/1/2020,08.01.00001,"-11,620.75 "
2/1/2020,08.01.00001,"-11,620.75 "
3/1/2020,08.01.00001,"-11,620.75 "
4/1/2020,08.01.00001,"-11,620.75 "
5/1/2020,08.01.00001,"-11,620.75 "
6/1/2020,08.01.00001,"-11,620.75 "
7/1/2020,08.01.00001,"-11,620.75 "
8/1/2017,07.01.00002,"-7,000.00 "
8/1/2017,07.01.00002,"-5,000.00 "
8/1/2017,07.01.00002,"-8,000.00 "
8/1/2017,07.01.00002,"-4,000.00 "
8/1/2017,07.01.00002,-800.00 
8/1/2017,07.01.00002,-100.00 
8/1/2017,07.01.00002,"-2,000.00 "
8/1/2017,07.01.00002,"-2,000.00 "
8/1/2017,07.01.00002,"-20,000.00 "
8/1/2017,07.01.00002,"-20,000.00 "
9/1/2017,07.01.00002,"-7,000.00 "
9/1/2017,07.01.00002,"-5,000.00 "
9/1/2017,07.01.00002,"-8,000.00 "
9/1/2017,07.01.00002,"-4,000.00 "
9/1/2017,07.01.00002,-800.00 
9/1/2017,07.01.00002,-100.00 
9/1/2017,07.01.00002,"-2,000.00 "
9/1/2017,07.01.00002,"-2,000.00 "
9/1/2017,07.01.00002,"-20,000.00 "
9/1/2017,07.01.00002,"-20,000.00 "
10/1/2017,07.01.00002,"-7,000.00 "
10/1/2017,07.01.00002,"-5,000.00 "
10/1/2017,07.01.00002,"-8,000.00 "
10/1/2017,07.01.00002,"-4,000.00 "
10/1/2017,07.01.00002,-800.00 
10/1/2017,07.01.00002,-100.00 
10/1/2017,07.01.00002,"-2,000.00 "
10/1/2017,07.01.00002,"-2,000.00 "
10/1/2017,07.01.00002,"-20,000.00 "
10/1/2017,07.01.00002,"-20,000.00 "
11/1/2017,07.01.00002,"-7,000.00 "
11/1/2017,07.01.00002,"-5,000.00 "
11/1/2017,07.01.00002,"-8,000.00 "
11/1/2017,07.01.00002,"-4,000.00 "
11/1/2017,07.01.00002,-800.00 
11/1/2017,07.01.00002,-100.00 
11/1/2017,07.01.00002,"-2,000.00 "
11/1/2017,07.01.00002,"-2,000.00 "
11/1/2017,07.01.00002,"-20,000.00 "
11/1/2017,07.01.00002,"-20,000.00 "
12/1/2017,07.01.00002,"-7,000.00 "
12/1/2017,07.01.00002,"-5,000.00 "
12/1/2017,07.01.00002,"-8,000.00 "
12/1/2017,07.01.00002,"-4,000.00 "
12/1/2017,07.01.00002,-800.00 
12/1/2017,07.01.00002,-100.00 
12/1/2017,07.01.00002,"-2,000.00 "
12/1/2017,07.01.00002,"-2,000.00 "
12/1/2017,07.01.00002,"-20,000.00 "
12/1/2017,07.01.00002,"-20,000.00 "
1/1/2018,07.01.00002,"-7,000.00 "
1/1/2018,07.01.00002,"-5,000.00 "
1/1/2018,07.01.00002,"-8,000.00 "
1/1/2018,07.01.00002,"-4,000.00 "
1/1/2018,07.01.00002,-800.00 
1/1/2018,07.01.00002,-100.00 
1/1/2018,07.01.00002,"-2,000.00 "
1/1/2018,07.01.00002,"-2,000.00 "
1/1/2018,07.01.00002,"-20,000.00 "
1/1/2018,07.01.00002,"-20,000.00 "
2/1/2018,07.01.00002,"-7,000.00 "
2/1/2018,07.01.00002,"-5,000.00 "
2/1/2018,07.01.00002,"-8,000.00 "
2/1/2018,07.01.00002,"-4,000.00 "
2/1/2018,07.01.00002,-800.00 
2/1/2018,07.01.00002,-100.00 
2/1/2018,07.01.00002,"-2,000.00 "
2/1/2018,07.01.00002,"-2,000.00 "
2/1/2018,07.01.00002,"-20,000.00 "
2/1/2018,07.01.00002,"-20,000.00 "
3/1/2018,07.01.00002,"-7,000.00 "
3/1/2018,07.01.00002,"-5,000.00 "
3/1/2018,07.01.00002,"-8,000.00 "
3/1/2018,07.01.00002,"-4,000.00 "
3/1/2018,07.01.00002,-800.00 
3/1/2018,07.01.00002,-100.00 
3/1/2018,07.01.00002,"-2,000.00 "
3/1/2018,07.01.00002,"-2,000.00 "
3/1/2018,07.01.00002,"-20,000.00 "
3/1/2018,07.01.00002,"-20,000.00 "
4/1/2018,07.01.00002,"-7,000.00 "
4/1/2018,07.01.00002,"-5,000.00 "
4/1/2018,07.01.00002,"-8,000.00 "
4/1/2018,07.01.00002,"-4,000.00 "
4/1/2018,07.01.00002,-800.00 
4/1/2018,07.01.00002,-100.00 
4/1/2018,07.01.00002,"-2,000.00 "
4/1/2018,07.01.00002,"-2,000.00 "
4/1/2018,07.01.00002,"-20,000.00 "
4/1/2018,07.01.00002,"-20,000.00 "
5/1/2018,07.01.00002,"-7,000.00 "
5/1/2018,07.01.00002,"-5,000.00 "
5/1/2018,07.01.00002,"-8,000.00 "
5/1/2018,07.01.00002,"-4,000.00 "
5/1/2018,07.01.00002,-800.00 
5/1/2018,07.01.00002,-100.00 
5/1/2018,07.01.00002,"-2,000.00 "
5/1/2018,07.01.00002,"-2,000.00 "
5/1/2018,07.01.00002,"-20,000.00 "
5/1/2018,07.01.00002,"-20,000.00 "
6/1/2018,07.01.00002,"-7,000.00 "
6/1/2018,07.01.00002,"-5,000.00 "
6/1/2018,07.01.00002,"-8,000.00 "
6/1/2018,07.01.00002,"-4,000.00 "
6/1/2018,07.01.00002,-800.00 
6/1/2018,07.01.00002,-100.00 
6/1/2018,07.01.00002,"-2,000.00 "
6/1/2018,07.01.00002,"-2,000.00 "
6/1/2018,07.01.00002,"-20,000.00 "
6/1/2018,07.01.00002,"-20,000.00 "
7/1/2018,07.01.00002,"-7,000.00 "
7/1/2018,07.01.00002,"-5,000.00 "
7/1/2018,07.01.00002,"-8,000.00 "
7/1/2018,07.01.00002,"-4,000.00 "
7/1/2018,07.01.00002,-800.00 
7/1/2018,07.01.00002,-100.00 
7/1/2018,07.01.00002,"-2,000.00 "
7/1/2018,07.01.00002,"-2,000.00 "
7/1/2018,07.01.00002,"-20,000.00 "
7/1/2018,07.01.00002,"-20,000.00 "
8/1/2018,07.01.00002,"-7,000.00 "
8/1/2018,07.01.00002,"-5,000.00 "
8/1/2018,07.01.00002,"-8,000.00 "
8/1/2018,07.01.00002,"-4,000.00 "
8/1/2018,07.01.00002,-800.00 
8/1/2018,07.01.00002,-100.00 
8/1/2018,07.01.00002,"-2,000.00 "
8/1/2018,07.01.00002,"-2,000.00 "
8/1/2018,07.01.00002,"-20,000.00 "
8/1/2018,07.01.00002,"-20,000.00 "
9/1/2018,07.01.00002,"-7,000.00 "
9/1/2018,07.01.00002,"-5,000.00 "
9/1/2018,07.01.00002,"-8,000.00 "
9/1/2018,07.01.00002,"-4,000.00 "
9/1/2018,07.01.00002,-800.00 
9/1/2018,07.01.00002,-100.00 
9/1/2018,07.01.00002,"-2,000.00 "
9/1/2018,07.01.00002,"-2,000.00 "
9/1/2018,07.01.00002,"-20,000.00 "
9/1/2018,07.01.00002,"-20,000.00 "
10/1/2018,07.01.00002,"-7,000.00 "
10/1/2018,07.01.00002,"-5,000.00 "
10/1/2018,07.01.00002,"-8,000.00 "
10/1/2018,07.01.00002,"-4,000.00 "
10/1/2018,07.01.00002,-800.00 
10/1/2018,07.01.00002,-100.00 
10/1/2018,07.01.00002,"-2,000.00 "
10/1/2018,07.01.00002,"-2,000.00 "
10/1/2018,07.01.00002,"-20,000.00 "
10/1/2018,07.01.00002,"-20,000.00 "
11/1/2018,07.01.00002,"-7,000.00 "
11/1/2018,07.01.00002,"-5,000.00 "
11/1/2018,07.01.00002,"-8,000.00 "
11/1/2018,07.01.00002,"-4,000.00 "
11/1/2018,07.01.00002,-800.00 
11/1/2018,07.01.00002,-100.00 
11/1/2018,07.01.00002,"-2,000.00 "
11/1/2018,07.01.00002,"-2,000.00 "
11/1/2018,07.01.00002,"-20,000.00 "
11/1/2018,07.01.00002,"-20,000.00 "
12/1/2018,07.01.00002,"-7,000.00 "
12/1/2018,07.01.00002,"-5,000.00 "
12/1/2018,07.01.00002,"-8,000.00 "
12/1/2018,07.01.00002,"-4,000.00 "
12/1/2018,07.01.00002,-800.00 
12/1/2018,07.01.00002,-100.00 
12/1/2018,07.01.00002,"-2,000.00 "
12/1/2018,07.01.00002,"-2,000.00 "
12/1/2018,07.01.00002,"-20,000.00 "
12/1/2018,07.01.00002,"-20,000.00 "
1/1/2019,07.01.00002,"-7,000.00 "
1/1/2019,07.01.00002,"-5,000.00 "
1/1/2019,07.01.00002,"-8,000.00 "
1/1/2019,07.01.00002,"-4,000.00 "
1/1/2019,07.01.00002,-800.00 
1/1/2019,07.01.00002,-100.00 
1/1/2019,07.01.00002,"-2,000.00 "
1/1/2019,07.01.00002,"-2,000.00 "
1/1/2019,07.01.00002,"-20,000.00 "
1/1/2019,07.01.00002,"-20,000.00 "
2/1/2019,07.01.00002,"-7,000.00 "
2/1/2019,07.01.00002,"-5,000.00 "
2/1/2019,07.01.00002,"-8,000.00 "
2/1/2019,07.01.00002,"-4,000.00 "
2/1/2019,07.01.00002,-800.00 
2/1/2019,07.01.00002,-100.00 
2/1/2019,07.01.00002,"-2,000.00 "
2/1/2019,07.01.00002,"-2,000.00 "
2/1/2019,07.01.00002,"-20,000.00 "
2/1/2019,07.01.00002,"-20,000.00 "
3/1/2019,07.01.00002,"-7,000.00 "
3/1/2019,07.01.00002,"-5,000.00 "
3/1/2019,07.01.00002,"-8,000.00 "
3/1/2019,07.01.00002,"-4,000.00 "
3/1/2019,07.01.00002,-800.00 
3/1/2019,07.01.00002,-100.00 
3/1/2019,07.01.00002,"-2,000.00 "
3/1/2019,07.01.00002,"-2,000.00 "
3/1/2019,07.01.00002,"-20,000.00 "
3/1/2019,07.01.00002,"-20,000.00 "
4/1/2019,07.01.00002,"-7,000.00 "
4/1/2019,07.01.00002,"-5,000.00 "
4/1/2019,07.01.00002,"-8,000.00 "
4/1/2019,07.01.00002,"-4,000.00 "
4/1/2019,07.01.00002,-800.00 
4/1/2019,07.01.00002,-100.00 
4/1/2019,07.01.00002,"-2,000.00 "
4/1/2019,07.01.00002,"-2,000.00 "
4/1/2019,07.01.00002,"-20,000.00 "
4/1/2019,07.01.00002,"-20,000.00 "
5/1/2019,07.01.00002,"-7,000.00 "
5/1/2019,07.01.00002,"-5,000.00 "
5/1/2019,07.01.00002,"-8,000.00 "
5/1/2019,07.01.00002,"-4,000.00 "
5/1/2019,07.01.00002,-800.00 
5/1/2019,07.01.00002,-100.00 
5/1/2019,07.01.00002,"-2,000.00 "
5/1/2019,07.01.00002,"-2,000.00 "
5/1/2019,07.01.00002,"-20,000.00 "
5/1/2019,07.01.00002,"-20,000.00 "
6/1/2019,07.01.00002,"-7,000.00 "
6/1/2019,07.01.00002,"-5,000.00 "
6/1/2019,07.01.00002,"-8,000.00 "
6/1/2019,07.01.00002,"-4,000.00 "
6/1/2019,07.01.00002,-800.00 
6/1/2019,07.01.00002,-100.00 
6/1/2019,07.01.00002,"-2,000.00 "
6/1/2019,07.01.00002,"-2,000.00 "
6/1/2019,07.01.00002,"-20,000.00 "
6/1/2019,07.01.00002,"-20,000.00 "
7/1/2019,07.01.00002,"-7,000.00 "
7/1/2019,07.01.00002,"-5,000.00 "
7/1/2019,07.01.00002,"-8,000.00 "
7/1/2019,07.01.00002,"-4,000.00 "
7/1/2019,07.01.00002,-800.00 
7/1/2019,07.01.00002,-100.00 
7/1/2019,07.01.00002,"-2,000.00 "
7/1/2019,07.01.00002,"-2,000.00 "
7/1/2019,07.01.00002,"-20,000.00 "
7/1/2019,07.01.00002,"-20,000.00 "
8/1/2019,07.01.00002,"-7,000.00 "
8/1/2019,07.01.00002,"-5,000.00 "
8/1/2019,07.01.00002,"-8,000.00 "
8/1/2019,07.01.00002,"-4,000.00 "
8/1/2019,07.01.00002,-800.00 
8/1/2019,07.01.00002,-100.00 
8/1/2019,07.01.00002,"-2,000.00 "
8/1/2019,07.01.00002,"-2,000.00 "
8/1/2019,07.01.00002,"-20,000.00 "
8/1/2019,07.01.00002,"-20,000.00 "
9/1/2019,07.01.00002,"-7,000.00 "
9/1/2019,07.01.00002,"-5,000.00 "
9/1/2019,07.01.00002,"-8,000.00 "
9/1/2019,07.01.00002,"-4,000.00 "
9/1/2019,07.01.00002,-800.00 
9/1/2019,07.01.00002,-100.00 
9/1/2019,07.01.00002,"-2,000.00 "
9/1/2019,07.01.00002,"-2,000.00 "
9/1/2019,07.01.00002,"-20,000.00 "
9/1/2019,07.01.00002,"-20,000.00 "
10/1/2019,07.01.00002,"-7,000.00 "
10/1/2019,07.01.00002,"-5,000.00 "
10/1/2019,07.01.00002,"-8,000.00 "
10/1/2019,07.01.00002,"-4,000.00 "
10/1/2019,07.01.00002,-800.00 
10/1/2019,07.01.00002,-100.00 
10/1/2019,07.01.00002,"-2,000.00 "
10/1/2019,07.01.00002,"-2,000.00 "
10/1/2019,07.01.00002,"-20,000.00 "
10/1/2019,07.01.00002,"-20,000.00 "
11/1/2019,07.01.00002,"-7,000.00 "
11/1/2019,07.01.00002,"-5,000.00 "
11/1/2019,07.01.00002,"-8,000.00 "
11/1/2019,07.01.00002,"-4,000.00 "
11/1/2019,07.01.00002,-800.00 
11/1/2019,07.01.00002,-100.00 
11/1/2019,07.01.00002,"-2,000.00 "
11/1/2019,07.01.00002,"-2,000.00 "
11/1/2019,07.01.00002,"-20,000.00 "
11/1/2019,07.01.00002,"-20,000.00 "
12/1/2019,07.01.00002,"-7,000.00 "
12/1/2019,07.01.00002,"-5,000.00 "
12/1/2019,07.01.00002,"-8,000.00 "
12/1/2019,07.01.00002,"-4,000.00 "
12/1/2019,07.01.00002,-800.00 
12/1/2019,07.01.00002,-100.00 
12/1/2019,07.01.00002,"-2,000.00 "
12/1/2019,07.01.00002,"-2,000.00 "
12/1/2019,07.01.00002,"-20,000.00 "
12/1/2019,07.01.00002,"-20,000.00 "
1/1/2020,07.01.00002,"-7,000.00 "
1/1/2020,07.01.00002,"-5,000.00 "
1/1/2020,07.01.00002,"-8,000.00 "
1/1/2020,07.01.00002,"-4,000.00 "
1/1/2020,07.01.00002,-800.00 
1/1/2020,07.01.00002,-100.00 
1/1/2020,07.01.00002,"-2,000.00 "
1/1/2020,07.01.00002,"-2,000.00 "
1/1/2020,07.01.00002,"-20,000.00 "
1/1/2020,07.01.00002,"-20,000.00 "
2/1/2020,07.01.00002,"-7,000.00 "
2/1/2020,07.01.00002,"-5,000.00 "
2/1/2020,07.01.00002,"-8,000.00 "
2/1/2020,07.01.00002,"-4,000.00 "
2/1/2020,07.01.00002,-800.00 
2/1/2020,07.01.00002,-100.00 
2/1/2020,07.01.00002,"-2,000.00 "
2/1/2020,07.01.00002,"-2,000.00 "
2/1/2020,07.01.00002,"-20,000.00 "
2/1/2020,07.01.00002,"-20,000.00 "
3/1/2020,07.01.00002,"-7,000.00 "
3/1/2020,07.01.00002,"-5,000.00 "
3/1/2020,07.01.00002,"-8,000.00 "
3/1/2020,07.01.00002,"-4,000.00 "
3/1/2020,07.01.00002,-800.00 
3/1/2020,07.01.00002,-100.00 
3/1/2020,07.01.00002,"-2,000.00 "
3/1/2020,07.01.00002,"-2,000.00 "
3/1/2020,07.01.00002,"-20,000.00 "
3/1/2020,07.01.00002,"-20,000.00 "
4/1/2020,07.01.00002,"-7,000.00 "
4/1/2020,07.01.00002,"-5,000.00 "
4/1/2020,07.01.00002,"-8,000.00 "
4/1/2020,07.01.00002,"-4,000.00 "
4/1/2020,07.01.00002,-800.00 
4/1/2020,07.01.00002,-100.00 
4/1/2020,07.01.00002,"-2,000.00 "
4/1/2020,07.01.00002,"-2,000.00 "
4/1/2020,07.01.00002,"-20,000.00 "
4/1/2020,07.01.00002,"-20,000.00 "
5/1/2020,07.01.00002,"-7,000.00 "
5/1/2020,07.01.00002,"-5,000.00 "
5/1/2020,07.01.00002,"-8,000.00 "
5/1/2020,07.01.00002,"-4,000.00 "
5/1/2020,07.01.00002,-800.00 
5/1/2020,07.01.00002,-100.00 
5/1/2020,07.01.00002,"-2,000.00 "
5/1/2020,07.01.00002,"-2,000.00 "
5/1/2020,07.01.00002,"-20,000.00 "
5/1/2020,07.01.00002,"-20,000.00 "
6/1/2020,07.01.00002,"-7,000.00 "
6/1/2020,07.01.00002,"-5,000.00 "
6/1/2020,07.01.00002,"-8,000.00 "
6/1/2020,07.01.00002,"-4,000.00 "
6/1/2020,07.01.00002,-800.00 
6/1/2020,07.01.00002,-100.00 
6/1/2020,07.01.00002,"-2,000.00 "
6/1/2020,07.01.00002,"-2,000.00 "
6/1/2020,07.01.00002,"-20,000.00 "
6/1/2020,07.01.00002,"-20,000.00 "
7/1/2020,07.01.00002,"-7,000.00 "
7/1/2020,07.01.00002,"-5,000.00 "
7/1/2020,07.01.00002,"-8,000.00 "
7/1/2020,07.01.00002,"-4,000.00 "
7/1/2020,07.01.00002,-800.00 
7/1/2020,07.01.00002,-100.00 
7/1/2020,07.01.00002,"-2,000.00 "
7/1/2020,07.01.00002,"-2,000.00 "
7/1/2020,07.01.00002,"-20,000.00 "
7/1/2020,07.01.00002,"-20,000.00 "
8/1/2017,07.01.00001,-2.00 
8/1/2017,07.01.00001,-2.00 
8/1/2017,07.01.00001,-3.00 
8/1/2017,07.01.00001,-3.00 
8/1/2017,07.01.00001,-3.00 
8/1/2017,07.01.00001,-3.00 
8/1/2017,07.01.00001,-4.00 
8/1/2017,07.01.00001,-4.00 
8/1/2017,07.01.00001,-96.00 
8/1/2017,07.01.00001,-9.00 
8/1/2017,07.01.00001,-48.00 
8/1/2017,07.01.00001,-52.00 
8/1/2017,07.01.00001,-20.00 
8/1/2017,07.01.00001,-5.00 
8/1/2017,07.01.00001,-4.00 
8/1/2017,07.01.00001,-1.00 
8/1/2017,07.01.00001,-1.00 
8/1/2017,07.01.00001,-1.00 
8/1/2017,07.01.00001,-1.00 
8/1/2017,07.01.00001,-1.00 
8/1/2017,07.01.00001,-1.00 
9/1/2017,07.01.00001,-2.00 
9/1/2017,07.01.00001,-2.00 
9/1/2017,07.01.00001,-2.00 
9/1/2017,07.01.00001,-96.00 
9/1/2017,07.01.00001,-36.00 
9/1/2017,07.01.00001,-52.00 
9/1/2017,07.01.00001,-20.00 
9/1/2017,07.01.00001,-5.00 
9/1/2017,07.01.00001,-5.00 
9/1/2017,07.01.00001,-1.00 
9/1/2017,07.01.00001,-1.00 
10/1/2017,07.01.00001,-2.00 
10/1/2017,07.01.00001,-2.00 
10/1/2017,07.01.00001,-3.00 
10/1/2017,07.01.00001,-3.00 
10/1/2017,07.01.00001,-3.00 
10/1/2017,07.01.00001,-96.00 
10/1/2017,07.01.00001,-5.00 
10/1/2017,07.01.00001,-45.00 
10/1/2017,07.01.00001,-52.00 
10/1/2017,07.01.00001,-28.00 
10/1/2017,07.01.00001,-5.00 
10/1/2017,07.01.00001,-4.00 
10/1/2017,07.01.00001,-1.00 
10/1/2017,07.01.00001,-1.00 
11/1/2017,07.01.00001,-2.00 
11/1/2017,07.01.00001,-2.00 
11/1/2017,07.01.00001,-2.00 
11/1/2017,07.01.00001,-3.00 
11/1/2017,07.01.00001,-3.00 
11/1/2017,07.01.00001,-3.00 
11/1/2017,07.01.00001,-3.00 
11/1/2017,07.01.00001,-3.00 
11/1/2017,07.01.00001,-96.00 
11/1/2017,07.01.00001,-56.00 
11/1/2017,07.01.00001,-52.00 
11/1/2017,07.01.00001,-28.00 
11/1/2017,07.01.00001,-5.00 
11/1/2017,07.01.00001,-5.00 
11/1/2017,07.01.00001,-1.00 
11/1/2017,07.01.00001,-1.00 
11/1/2017,07.01.00001,-1.00 
11/1/2017,07.01.00001,-1.00 
11/1/2017,07.01.00001,-1.00 
12/1/2017,07.01.00001,-2.00 
12/1/2017,07.01.00001,-2.00 
12/1/2017,07.01.00001,-3.00 
12/1/2017,07.01.00001,-4.00 
12/1/2017,07.01.00001,-96.00 
12/1/2017,07.01.00001,-6.00 
12/1/2017,07.01.00001,-47.00 
12/1/2017,07.01.00001,-52.00 
12/1/2017,07.01.00001,-4.00 
12/1/2017,07.01.00001,-27.00 
12/1/2017,07.01.00001,-5.00 
12/1/2017,07.01.00001,-4.00 
12/1/2017,07.01.00001,-1.00 
12/1/2017,07.01.00001,-1.00 
12/1/2017,07.01.00001,-1.00 
12/1/2017,07.01.00001,-1.00 
1/1/2018,07.01.00001,-2.00 
1/1/2018,07.01.00001,-2.00 
1/1/2018,07.01.00001,-2.00 
1/1/2018,07.01.00001,-96.00 
1/1/2018,07.01.00001,-41.00 
1/1/2018,07.01.00001,-52.00 
1/1/2018,07.01.00001,-26.00 
1/1/2018,07.01.00001,-5.00 
1/1/2018,07.01.00001,-5.00 
1/1/2018,07.01.00001,-1.00 
2/1/2018,07.01.00001,-2.00 
2/1/2018,07.01.00001,-3.00 
2/1/2018,07.01.00001,-3.00 
2/1/2018,07.01.00001,-3.00 
2/1/2018,07.01.00001,-5.00 
2/1/2018,07.01.00001,-4.00 
2/1/2018,07.01.00001,-96.00 
2/1/2018,07.01.00001,-8.00 
2/1/2018,07.01.00001,-58.00 
2/1/2018,07.01.00001,-52.00 
2/1/2018,07.01.00001,-4.00 
2/1/2018,07.01.00001,-27.00 
2/1/2018,07.01.00001,-5.00 
2/1/2018,07.01.00001,-4.00 
2/1/2018,07.01.00001,-4.00 
2/1/2018,07.01.00001,-1.00 
2/1/2018,07.01.00001,-1.00 
2/1/2018,07.01.00001,-1.00 
2/1/2018,07.01.00001,-1.00 
3/1/2018,07.01.00001,-2.00 
3/1/2018,07.01.00001,-2.00 
3/1/2018,07.01.00001,-3.00 
3/1/2018,07.01.00001,-96.00 
3/1/2018,07.01.00001,-40.00 
3/1/2018,07.01.00001,-52.00 
3/1/2018,07.01.00001,-24.00 
3/1/2018,07.01.00001,-5.00 
3/1/2018,07.01.00001,-5.00 
3/1/2018,07.01.00001,-1.00 
3/1/2018,07.01.00001,-1.00 
3/1/2018,07.01.00001,-1.00 
4/1/2018,07.01.00001,-2.00 
4/1/2018,07.01.00001,-2.00 
4/1/2018,07.01.00001,-3.00 
4/1/2018,07.01.00001,-96.00 
4/1/2018,07.01.00001,-5.00 
4/1/2018,07.01.00001,-31.00 
4/1/2018,07.01.00001,-52.00 
4/1/2018,07.01.00001,-16.00 
4/1/2018,07.01.00001,-5.00 
4/1/2018,07.01.00001,-4.00 
4/1/2018,07.01.00001,-1.00 
4/1/2018,07.01.00001,-1.00 
4/1/2018,07.01.00001,-1.00 
4/1/2018,07.01.00001,-1.00 
4/1/2018,07.01.00001,-1.00 
4/1/2018,07.01.00001,-1.00 
5/1/2018,07.01.00001,-2.00 
5/1/2018,07.01.00001,-2.00 
5/1/2018,07.01.00001,-2.00 
5/1/2018,07.01.00001,-3.00 
5/1/2018,07.01.00001,-3.00 
5/1/2018,07.01.00001,-3.00 
5/1/2018,07.01.00001,-96.00 
5/1/2018,07.01.00001,-41.00 
5/1/2018,07.01.00001,-52.00 
5/1/2018,07.01.00001,-18.00 
5/1/2018,07.01.00001,-5.00 
5/1/2018,07.01.00001,-4.00 
5/1/2018,07.01.00001,-1.00 
5/1/2018,07.01.00001,-1.00 
5/1/2018,07.01.00001,-1.00 
5/1/2018,07.01.00001,-1.00 
5/1/2018,07.01.00001,-1.00 
5/1/2018,07.01.00001,-1.00 
5/1/2018,07.01.00001,-1.00 
6/1/2018,07.01.00001,-2.00 
6/1/2018,07.01.00001,-2.00 
6/1/2018,07.01.00001,-2.00 
6/1/2018,07.01.00001,-3.00 
6/1/2018,07.01.00001,-96.00 
6/1/2018,07.01.00001,-6.00 
6/1/2018,07.01.00001,-29.00 
6/1/2018,07.01.00001,-52.00 
6/1/2018,07.01.00001,-17.00 
6/1/2018,07.01.00001,-5.00 
6/1/2018,07.01.00001,-4.00 
6/1/2018,07.01.00001,-1.00 
6/1/2018,07.01.00001,-1.00 
7/1/2018,07.01.00001,-2.00 
7/1/2018,07.01.00001,-2.00 
7/1/2018,07.01.00001,-96.00 
7/1/2018,07.01.00001,-31.00 
7/1/2018,07.01.00001,-52.00 
7/1/2018,07.01.00001,-16.00 
7/1/2018,07.01.00001,-5.00 
7/1/2018,07.01.00001,-4.00 
7/1/2018,07.01.00001,-1.00 
7/1/2018,07.01.00001,-1.00 
7/1/2018,07.01.00001,-1.00 
7/1/2018,07.01.00001,-1.00 
8/1/2018,07.01.00001,-2.00 
8/1/2018,07.01.00001,-2.00 
8/1/2018,07.01.00001,-3.00 
8/1/2018,07.01.00001,-3.00 
8/1/2018,07.01.00001,-3.00 
8/1/2018,07.01.00001,-3.00 
8/1/2018,07.01.00001,-4.00 
8/1/2018,07.01.00001,-4.00 
8/1/2018,07.01.00001,-96.00 
8/1/2018,07.01.00001,-9.00 
8/1/2018,07.01.00001,-48.00 
8/1/2018,07.01.00001,-52.00 
8/1/2018,07.01.00001,-20.00 
8/1/2018,07.01.00001,-5.00 
8/1/2018,07.01.00001,-4.00 
