CodFuncionario,Genero,Idade,Tipo de Trabalho,Unidade,Centro de Custo,Data Admissao,Situação,Tipo Pagamento,Motivo Demissão, Salário ,Data Demissão
6358,Masculino,32,Contrato,Hamilton,Jurídico,4/19/2013,Inativo,Mensalista,Sem Justa Causa," R$ 8,833.33 ",11/15/2013
5932,Masculino,46,Tempo Integral,Hamilton,Vendas e Marketing,4/20/2013,Ativo,Mensalista,Sem Justa Causa," R$ 6,333.33 ",
26286,Masculino,39,Tempo Integral,Auckland,Gerente Executivo,4/24/2013,Inativo,Horista,Sem Justa Causa," R$ 37,500.00 ",11/20/2013
21726,Feminino,22,Tempo Integral,Auckland,TI,4/24/2013,Ativo,Mensalista,Pedido de Demissão," R$ 9,750.00 ",
25034,Masculino,24,Tempo Integral,Auckland,TI,4/24/2013,Inativo,Mensalista,Sem Justa Causa," R$ 7,916.67 ",11/20/2013
5598,Feminino,25,Tempo Integral,Christchurch,RH,4/27/2013,Ativo,Mensalista,Sem Justa Causa," R$ 4,416.67 ",
21268,Masculino,25,Tempo Integral,Auckland,Manutenção,4/30/2013,Ativo,Mensalista,Pedido de Demissão," R$ 3,333.33 ",
6348,Masculino,22,Tempo Integral,Wellington,Vendas e Marketing,4/30/2013,Ativo,Mensalista,Sem Justa Causa," R$ 4,750.00 ",
3892,Masculino,21,Tempo Integral,Auckland,Manutenção,5/1/2013,Ativo,Mensalista,Sem Justa Causa," R$ 3,416.67 ",
30650,Masculino,20,Tempo Integral,Christchurch,Financeiro,5/2/2013,Inativo,Mensalista,Sem Justa Causa," R$ 9,333.33 ",11/27/2013
25850,Masculino,20,Contrato,Wellington,Vendas e Marketing,5/2/2013,Ativo,Horista,Sem Justa Causa," R$ 6,250.00 ",
28596,Masculino,25,Tempo Integral,Dunedin,Jurídico,5/4/2013,Inativo,Horista,Sem Justa Causa," R$ 9,000.00 ",11/29/2013
22592,Feminino,29,Tempo Parcial,North Shore,Vendas e Marketing,5/4/2013,Ativo,Horista,Sem Justa Causa," R$ 5,666.67 ",
24882,Masculino,49,Tempo Integral,Hamilton,Vendas e Marketing,5/6/2013,Ativo,Horista,Sem Justa Causa," R$ 4,666.67 ",
26206,Masculino,22,Tempo Parcial,Hamilton,TI,5/7/2013,Ativo,Mensalista,Sem Justa Causa," R$ 10,000.00 ",
30888,Masculino,20,Tempo Parcial,Wellington,Pesquisa,5/8/2013,Ativo,Horista,Sem Justa Causa," R$ 7,416.67 ",
28074,Masculino,29,Tempo Parcial,Christchurch,Jurídico,5/9/2013,Inativo,Mensalista,Sem Justa Causa," R$ 9,416.67 ",12/3/2013
6196,Feminino,29,Contrato,Christchurch,Vendas e Marketing,5/9/2013,Inativo,Mensalista,Sem Justa Causa," R$ 5,750.00 ",12/3/2013
6066,Feminino,18,Tempo Integral,Christchurch,Jurídico,5/9/2013,Ativo,Mensalista,Sem Justa Causa," R$ 9,583.33 ",
27160,Feminino,23,Tempo Parcial,Christchurch,Gerente Executivo,5/9/2013,Ativo,Mensalista,Sem Justa Causa," R$ 41,333.33 ",
26918,Feminino,21,Tempo Integral,Wellington,TI,5/9/2013,Inativo,Horista,Sem Justa Causa," R$ 5,000.00 ",12/3/2013
16748,Feminino,26,Contrato,Auckland,Vendas e Marketing,5/9/2013,Ativo,Mensalista,Pedido de Demissão," R$ 3,500.00 ",
26494,Masculino,34,Tempo Integral,Auckland,TI,5/15/2013,Inativo,Horista,Sem Justa Causa," R$ 9,916.67 ",12/9/2013
26616,Masculino,18,Contrato,Manukau,Gerente Executivo,5/16/2013,Inativo,Mensalista,Sem Justa Causa," R$ 26,750.00 ",12/10/2013
8524,Masculino,23,Contrato,Hamilton,Pesquisa,5/16/2013,Inativo,Horista,Pedido de Demissão," R$ 7,500.00 ",12/10/2013
25904,Masculino,19,Contrato,Manukau,Vendas e Marketing,5/21/2013,Ativo,Mensalista,Sem Justa Causa," R$ 4,416.67 ",
3106,Feminino,21,Tempo Integral,Hamilton,TI,5/21/2013,Ativo,Mensalista,Sem Justa Causa," R$ 5,500.00 ",
26656,Feminino,18,Contrato,Wellington,Vendas e Marketing,5/22/2013,Ativo,Horista,Sem Justa Causa," R$ 6,583.33 ",
30674,Masculino,43,Tempo Parcial,Auckland,Operacional,5/22/2013,Ativo,Mensalista,Sem Justa Causa," R$ 2,750.00 ",
18976,Feminino,23,Contrato,Hamilton,Vendas e Marketing,5/22/2013,Ativo,Mensalista,Sem Justa Causa," R$ 5,666.67 ",
22014,Feminino,18,Tempo Integral,Dunedin,Jurídico,5/23/2013,Ativo,Mensalista,Pedido de Demissão," R$ 8,500.00 ",
4698,Feminino,20,Contrato,Christchurch,TI,5/23/2013,Ativo,Mensalista,Sem Justa Causa," R$ 6,333.33 ",
29640,Masculino,21,Tempo Integral,Christchurch,Gerente Executivo,5/23/2013,Ativo,Mensalista,Sem Justa Causa," R$ 37,500.00 ",
24714,Feminino,25,Tempo Integral,Dunedin,TI,5/24/2013,Ativo,Mensalista,Sem Justa Causa," R$ 7,416.67 ",
6990,Masculino,23,Tempo Integral,Manukau,Jurídico,5/30/2013,Inativo,Mensalista,Sem Justa Causa," R$ 6,833.33 ",12/22/2013
4620,Masculino,19,Tempo Parcial,Auckland,Pesquisa,6/4/2013,Ativo,Mensalista,Sem Justa Causa," R$ 6,333.33 ",
5952,Masculino,40,Tempo Integral,Hamilton,RH,6/5/2013,Ativo,Mensalista,Sem Justa Causa," R$ 7,666.67 ",
5262,Masculino,21,Tempo Parcial,Wellington,Vendas e Marketing,6/5/2013,Inativo,Mensalista,Sem Justa Causa," R$ 6,416.67 ",12/28/2013
19202,Masculino,41,Tempo Integral,Hamilton,Financeiro,6/6/2013,Ativo,Horista,Sem Justa Causa," R$ 7,833.33 ",
32000,Masculino,19,Contrato,Manukau,Manutenção,6/6/2013,Inativo,Mensalista,Sem Justa Causa," R$ 3,250.00 ",12/28/2013
1386,Feminino,19,Tempo Integral,Auckland,Pesquisa,6/6/2013,Ativo,Horista,Sem Justa Causa," R$ 5,583.33 ",
5794,Masculino,35,Tempo Parcial,Wellington,Financeiro,6/11/2013,Ativo,Horista,Sem Justa Causa," R$ 8,583.33 ",
27696,Masculino,41,Tempo Parcial,Christchurch,RH,6/11/2013,Ativo,Mensalista,Sem Justa Causa," R$ 4,416.67 ",
33738,Masculino,23,Tempo Integral,Dunedin,Pesquisa,6/11/2013,Inativo,Mensalista,Sem Justa Causa," R$ 6,000.00 ",1/2/2014
30636,Masculino,22,Tempo Parcial,Wellington,RH,6/12/2013,Ativo,Mensalista,Sem Justa Causa," R$ 7,166.67 ",
23026,Masculino,20,Tempo Integral,Auckland,Vendas e Marketing,6/12/2013,Inativo,Mensalista,Sem Justa Causa," R$ 5,250.00 ",1/3/2014
378,Feminino,20,Tempo Integral,Auckland,Vendas e Marketing,6/12/2013,Ativo,Horista,Sem Justa Causa," R$ 7,583.33 ",
9732,Masculino,54,Tempo Integral,Wellington,Pesquisa,6/13/2013,Ativo,Mensalista,Sem Justa Causa," R$ 9,250.00 ",
5360,Masculino,21,Tempo Integral,Auckland,Gerente Executivo,6/13/2013,Inativo,Mensalista,Sem Justa Causa," R$ 24,833.33 ",1/4/2014
29542,Feminino,28,Tempo Integral,Auckland,Manutenção,6/14/2013,Inativo,Horista,Sem Justa Causa," R$ 3,916.67 ",1/5/2014
29338,Feminino,44,Tempo Integral,Christchurch,Vendas e Marketing,6/14/2013,Ativo,Mensalista,Sem Justa Causa," R$ 6,416.67 ",
2726,Masculino,26,Tempo Integral,Hamilton,Gerente Executivo,6/14/2013,Ativo,Mensalista,Sem Justa Causa," R$ 39,083.33 ",
29160,Masculino,31,Tempo Integral,Wellington,Gerente Executivo,6/14/2013,Ativo,Horista,Sem Justa Causa," R$ 40,000.00 ",
23200,Masculino,22,Tempo Integral,Dunedin,Pesquisa,6/14/2013,Ativo,Mensalista,Sem Justa Causa," R$ 5,500.00 ",
26046,Feminino,21,Contrato,Manukau,RH,6/15/2013,Inativo,Horista,Sem Justa Causa," R$ 5,583.33 ",1/6/2014
21256,Masculino,62,Tempo Integral,Auckland,Pesquisa,6/15/2013,Inativo,Mensalista,Sem Justa Causa," R$ 6,833.33 ",1/6/2014
25056,Masculino,26,Tempo Integral,Nelson,Vendas e Marketing,6/18/2013,Inativo,Mensalista,Sem Justa Causa," R$ 3,416.67 ",1/8/2014
28322,Feminino,20,Tempo Integral,Auckland,RH,6/19/2013,Inativo,Horista,Sem Justa Causa," R$ 6,666.67 ",1/9/2014
1162,Masculino,43,Tempo Integral,Auckland,Jurídico,6/19/2013,Inativo,Mensalista,Sem Justa Causa," R$ 9,583.33 ",1/9/2014
19636,Feminino,19,Tempo Integral,Auckland,Manutenção,6/20/2013,Ativo,Mensalista,Pedido de Demissão," R$ 3,916.67 ",
28982,Masculino,54,Contrato,Wellington,Operacional,6/20/2013,Ativo,Mensalista,Sem Justa Causa," R$ 4,416.67 ",
25044,Feminino,20,Tempo Integral,Manukau,Operacional,6/21/2013,Inativo,Mensalista,Sem Justa Causa," R$ 3,500.00 ",1/11/2014
31520,Feminino,34,Tempo Integral,Christchurch,Pesquisa,6/22/2013,Ativo,Mensalista,Sem Justa Causa," R$ 5,333.33 ",
2722,Feminino,40,Tempo Integral,Wellington,Financeiro,6/25/2013,Inativo,Mensalista,Sem Justa Causa," R$ 8,166.67 ",1/15/2014
3292,Feminino,19,Tempo Integral,Christchurch,Pesquisa,6/25/2013,Ativo,Mensalista,Sem Justa Causa," R$ 7,666.67 ",
33310,Masculino,23,Tempo Parcial,Christchurch,Operacional,6/25/2013,Inativo,Mensalista,Sem Justa Causa," R$ 5,833.33 ",1/15/2014
20028,Feminino,19,Tempo Parcial,Nelson,Pesquisa,6/25/2013,Ativo,Horista,Pedido de Demissão," R$ 9,250.00 ",
5958,Masculino,32,Tempo Integral,Wellington,RH,6/26/2013,Ativo,Mensalista,Sem Justa Causa," R$ 5,250.00 ",
25710,Masculino,38,Tempo Integral,Christchurch,Pesquisa,6/27/2013,Ativo,Mensalista,Sem Justa Causa," R$ 7,416.67 ",
2094,Feminino,22,Tempo Integral,Auckland,Vendas e Marketing,6/28/2013,Ativo,Mensalista,Sem Justa Causa," R$ 3,416.67 ",
17624,Feminino,23,Tempo Integral,Nelson,Vendas e Marketing,7/2/2013,Ativo,Mensalista,Sem Justa Causa," R$ 5,000.00 ",
30392,Masculino,29,Contrato,Auckland,Gerente Executivo,7/2/2013,Ativo,Horista,Sem Justa Causa," R$ 32,500.00 ",
19304,Feminino,24,Tempo Parcial,Manukau,Financeiro,7/5/2013,Ativo,Horista,Sem Justa Causa," R$ 14,166.67 ",
18722,Feminino,21,Tempo Integral,Auckland,Financeiro,7/5/2013,Ativo,Mensalista,Sem Justa Causa," R$ 12,083.33 ",
10676,Masculino,25,Tempo Integral,Christchurch,Pesquisa,7/5/2013,Ativo,Mensalista,Pedido de Demissão," R$ 5,333.33 ",
18952,Masculino,26,Tempo Integral,Auckland,Manutenção,7/7/2013,Ativo,Mensalista,Sem Justa Causa," R$ 3,500.00 ",
24688,Feminino,19,Tempo Integral,Auckland,Operacional,7/7/2013,Ativo,Mensalista,Sem Justa Causa," R$ 5,250.00 ",
29970,Feminino,18,Tempo Integral,Wellington,Pesquisa,7/9/2013,Inativo,Mensalista,Sem Justa Causa," R$ 9,083.33 ",1/27/2014
33724,Feminino,41,Tempo Parcial,Nelson,Manutenção,7/9/2013,Inativo,Mensalista,Pedido de Demissão," R$ 3,500.00 ",1/27/2014
22234,Feminino,25,Tempo Integral,Christchurch,Financeiro,7/9/2013,Inativo,Horista,Sem Justa Causa," R$ 13,416.67 ",1/27/2014
24472,Masculino,22,Contrato,Nelson,Manutenção,7/9/2013,Ativo,Mensalista,Sem Justa Causa," R$ 3,750.00 ",
5116,Masculino,20,Tempo Parcial,Auckland,RH,7/10/2013,Inativo,Horista,Sem Justa Causa," R$ 4,583.33 ",1/28/2014
26700,Feminino,18,Tempo Parcial,Auckland,Manutenção,7/10/2013,Ativo,Mensalista,Sem Justa Causa," R$ 3,750.00 ",
9428,Masculino,23,Tempo Integral,Hamilton,Gerente Executivo,7/11/2013,Ativo,Mensalista,Pedido de Demissão," R$ 29,500.00 ",
4406,Feminino,23,Tempo Parcial,Hamilton,Gerente Executivo,7/11/2013,Ativo,Mensalista,Sem Justa Causa," R$ 41,166.67 ",
16934,Masculino,37,Tempo Integral,Dunedin,Gerente Executivo,7/11/2013,Inativo,Mensalista,Pedido de Demissão," R$ 36,333.33 ",1/29/2014
5666,Feminino,19,Tempo Integral,Auckland,Manutenção,7/11/2013,Inativo,Mensalista,Sem Justa Causa," R$ 3,916.67 ",1/29/2014
21548,Feminino,22,Tempo Parcial,Hamilton,RH,7/11/2013,Ativo,Mensalista,Pedido de Demissão," R$ 7,750.00 ",
22098,Feminino,18,Tempo Integral,Christchurch,TI,7/12/2013,Inativo,Mensalista,Pedido de Demissão," R$ 8,750.00 ",1/30/2014
33232,Feminino,24,Contrato,Wellington,Operacional,7/17/2013,Ativo,Horista,Sem Justa Causa," R$ 3,833.33 ",
18248,Masculino,25,Contrato,North Shore,Operacional,7/17/2013,Ativo,Horista,Sem Justa Causa," R$ 6,000.00 ",
24798,Feminino,25,Tempo Integral,Nelson,Gerente Executivo,7/17/2013,Inativo,Mensalista,Sem Justa Causa," R$ 21,666.67 ",2/3/2014
31526,Masculino,53,Tempo Integral,Hamilton,Gerente Executivo,7/17/2013,Inativo,Mensalista,Sem Justa Causa," R$ 25,583.33 ",2/3/2014
6254,Masculino,45,Tempo Integral,Hamilton,Manutenção,7/17/2013,Inativo,Mensalista,Sem Justa Causa," R$ 3,500.00 ",2/3/2014
24854,Masculino,28,Tempo Integral,Christchurch,RH,7/17/2013,Ativo,Mensalista,Sem Justa Causa," R$ 8,166.67 ",
19582,Masculino,22,Tempo Integral,Hamilton,Financeiro,7/18/2013,Inativo,Mensalista,Sem Justa Causa," R$ 10,500.00 ",2/4/2014
3248,Masculino,24,Tempo Parcial,Christchurch,RH,7/18/2013,Ativo,Horista,Sem Justa Causa," R$ 4,916.67 ",
32166,Masculino,18,Tempo Integral,Hamilton,Jurídico,7/19/2013,Ativo,Mensalista,Sem Justa Causa," R$ 7,166.67 ",
32524,Feminino,17,Tempo Integral,Auckland,Pesquisa,7/19/2013,Ativo,Horista,Sem Justa Causa," R$ 7,000.00 ",
16880,Masculino,19,Tempo Parcial,Auckland,TI,7/19/2013,Ativo,Horista,Sem Justa Causa," R$ 8,833.33 ",
24894,Masculino,20,Tempo Integral,Auckland,Vendas e Marketing,7/23/2013,Ativo,Mensalista,Sem Justa Causa," R$ 7,750.00 ",
30124,Masculino,20,Tempo Integral,Dunedin,Jurídico,7/23/2013,Ativo,Mensalista,Sem Justa Causa," R$ 8,416.67 ",
8650,Feminino,32,Tempo Integral,Manukau,Financeiro,7/24/2013,Ativo,Mensalista,Pedido de Demissão," R$ 9,583.33 ",
30740,Masculino,65,Contrato,Christchurch,Gerente Executivo,7/24/2013,Inativo,Horista,Sem Justa Causa," R$ 17,416.67 ",2/10/2014
21984,Feminino,17,Tempo Integral,Manukau,TI,7/25/2013,Inativo,Mensalista,Pedido de Demissão," R$ 5,666.67 ",2/11/2014
424,Masculino,23,Tempo Integral,Hamilton,Financeiro,7/25/2013,Ativo,Mensalista,Sem Justa Causa," R$ 12,416.67 ",
19394,Masculino,21,Tempo Integral,Nelson,Pesquisa,7/25/2013,Inativo,Mensalista,Pedido de Demissão," R$ 8,833.33 ",2/11/2014
26936,Feminino,22,Tempo Integral,North Shore,Jurídico,7/26/2013,Inativo,Mensalista,Sem Justa Causa," R$ 9,333.33 ",2/11/2014
24574,Feminino,28,Contrato,Dunedin,Pesquisa,7/30/2013,Inativo,Mensalista,Sem Justa Causa," R$ 8,166.67 ",2/15/2014
30860,Masculino,46,Tempo Integral,Christchurch,RH,7/30/2013,Ativo,Horista,Sem Justa Causa," R$ 7,916.67 ",
24900,Masculino,58,Tempo Integral,Auckland,Jurídico,7/31/2013,Inativo,Mensalista,Sem Justa Causa," R$ 10,416.67 ",2/16/2014
28072,Masculino,30,Contrato,Auckland,TI,7/31/2013,Inativo,Horista,Sem Justa Causa," R$ 5,333.33 ",2/16/2014
5530,Masculino,20,Contrato,Auckland,Vendas e Marketing,7/31/2013,Ativo,Mensalista,Sem Justa Causa," R$ 4,333.33 ",
28406,Masculino,55,Tempo Parcial,Auckland,Financeiro,7/31/2013,Inativo,Horista,Sem Justa Causa," R$ 7,750.00 ",2/16/2014
5400,Masculino,31,Tempo Parcial,Wellington,Manutenção,8/1/2013,Inativo,Mensalista,Sem Justa Causa," R$ 3,083.33 ",2/17/2014
6878,Feminino,19,Contrato,Wellington,RH,8/7/2013,Ativo,Mensalista,Sem Justa Causa," R$ 4,416.67 ",
31762,Masculino,26,Tempo Integral,Auckland,Operacional,8/7/2013,Inativo,Horista,Sem Justa Causa," R$ 3,166.67 ",2/22/2014
3722,Masculino,21,Tempo Integral,Auckland,Vendas e Marketing,8/7/2013,Ativo,Horista,Sem Justa Causa," R$ 7,500.00 ",
2260,Masculino,43,Tempo Parcial,Auckland,Manutenção,8/8/2013,Ativo,Mensalista,Sem Justa Causa," R$ 3,000.00 ",
3514,Feminino,21,Contrato,Manukau,Gerente Executivo,8/8/2013,Ativo,Mensalista,Sem Justa Causa," R$ 18,166.67 ",
10126,Feminino,21,Tempo Integral,Auckland,TI,8/8/2013,Ativo,Mensalista,Pedido de Demissão," R$ 5,416.67 ",
1882,Masculino,21,Tempo Integral,Wellington,Gerente Executivo,8/8/2013,Ativo,Mensalista,Sem Justa Causa," R$ 25,333.33 ",
8214,Feminino,65,Tempo Parcial,Auckland,RH,8/8/2013,Ativo,Mensalista,Pedido de Demissão," R$ 5,750.00 ",
1480,Masculino,48,Tempo Integral,Auckland,Financeiro,8/8/2013,Ativo,Mensalista,Sem Justa Causa," R$ 11,666.67 ",
28388,Masculino,26,Tempo Parcial,Auckland,Vendas e Marketing,8/8/2013,Inativo,Mensalista,Sem Justa Causa," R$ 8,250.00 ",2/23/2014
5464,Feminino,19,Tempo Integral,Dunedin,Operacional,8/9/2013,Inativo,Mensalista,Sem Justa Causa," R$ 5,416.67 ",2/24/2014
28404,Feminino,23,Tempo Parcial,Hamilton,Financeiro,8/9/2013,Ativo,Mensalista,Sem Justa Causa," R$ 10,000.00 ",
25584,Feminino,22,Tempo Parcial,Wellington,Gerente Executivo,8/9/2013,Ativo,Mensalista,Sem Justa Causa," R$ 26,000.00 ",
28608,Masculino,52,Tempo Integral,Hamilton,Vendas e Marketing,8/14/2013,Ativo,Horista,Sem Justa Causa," R$ 6,333.33 ",
6590,Masculino,20,Tempo Integral,Hamilton,TI,8/14/2013,Inativo,Mensalista,Sem Justa Causa," R$ 5,500.00 ",3/1/2014
17984,Masculino,23,Tempo Parcial,Auckland,Manutenção,8/14/2013,Ativo,Horista,Sem Justa Causa," R$ 2,916.67 ",
31536,Feminino,32,Tempo Parcial,Auckland,TI,8/14/2013,Inativo,Mensalista,Sem Justa Causa," R$ 9,833.33 ",3/1/2014
5852,Masculino,20,Tempo Integral,Auckland,Gerente Executivo,8/14/2013,Ativo,Mensalista,Sem Justa Causa," R$ 23,750.00 ",
31026,Masculino,20,Tempo Integral,Christchurch,Operacional,8/14/2013,Ativo,Mensalista,Sem Justa Causa," R$ 4,500.00 ",
4892,Masculino,41,Tempo Integral,Christchurch,RH,8/15/2013,Ativo,Mensalista,Sem Justa Causa," R$ 7,083.33 ",
22132,Feminino,18,Tempo Integral,Dunedin,Financeiro,8/15/2013,Ativo,Horista,Pedido de Demissão," R$ 7,333.33 ",
26680,Feminino,18,Tempo Integral,Auckland,Financeiro,8/15/2013,Ativo,Mensalista,Sem Justa Causa," R$ 11,833.33 ",
25540,Feminino,19,Tempo Integral,Dunedin,Vendas e Marketing,8/16/2013,Ativo,Mensalista,Sem Justa Causa," R$ 4,000.00 ",
5268,Masculino,20,Tempo Integral,North Shore,Operacional,8/16/2013,Inativo,Mensalista,Sem Justa Causa," R$ 4,333.33 ",3/2/2014
30132,Feminino,23,Contrato,Dunedin,TI,8/16/2013,Ativo,Mensalista,Sem Justa Causa," R$ 5,666.67 ",
29672,Masculino,74,Tempo Integral,Auckland,Financeiro,8/16/2013,Ativo,Mensalista,Sem Justa Causa," R$ 11,000.00 ",
20240,Masculino,20,Tempo Integral,Manukau,Manutenção,8/20/2013,Ativo,Mensalista,Pedido de Demissão," R$ 3,583.33 ",
26388,Masculino,37,Tempo Integral,Christchurch,TI,8/20/2013,Inativo,Horista,Sem Justa Causa," R$ 7,166.67 ",3/6/2014
19326,Feminino,21,Tempo Integral,Christchurch,Jurídico,8/21/2013,Ativo,Mensalista,Sem Justa Causa," R$ 8,333.33 ",
27354,Masculino,21,Tempo Integral,North Shore,TI,8/21/2013,Ativo,Mensalista,Sem Justa Causa," R$ 6,333.33 ",
544,Masculino,21,Tempo Integral,Auckland,Vendas e Marketing,8/21/2013,Inativo,Horista,Sem Justa Causa," R$ 5,333.33 ",3/7/2014
30208,Masculino,26,Tempo Parcial,Hamilton,Manutenção,8/22/2013,Ativo,Horista,Sem Justa Causa," R$ 3,750.00 ",
24614,Feminino,24,Tempo Parcial,Auckland,TI,8/23/2013,Ativo,Mensalista,Sem Justa Causa," R$ 5,583.33 ",
30354,Feminino,18,Tempo Integral,Wellington,Pesquisa,8/23/2013,Inativo,Horista,Sem Justa Causa," R$ 5,500.00 ",3/9/2014
19572,Feminino,20,Tempo Integral,Dunedin,Gerente Executivo,8/24/2013,Inativo,Horista,Pedido de Demissão," R$ 19,916.67 ",3/10/2014
18272,Feminino,21,Contrato,Auckland,Gerente Executivo,8/24/2013,Inativo,Mensalista,Pedido de Demissão," R$ 20,583.33 ",3/10/2014
29558,Feminino,22,Tempo Integral,Hamilton,Financeiro,8/25/2013,Ativo,Mensalista,Sem Justa Causa," R$ 13,166.67 ",
27568,Feminino,20,Contrato,Wellington,Manutenção,8/25/2013,Ativo,Horista,Sem Justa Causa," R$ 3,083.33 ",
5802,Masculino,22,Contrato,Auckland,RH,8/27/2013,Ativo,Mensalista,Sem Justa Causa," R$ 5,916.67 ",
9562,Feminino,20,Contrato,Christchurch,RH,8/27/2013,Ativo,Mensalista,Pedido de Demissão," R$ 5,750.00 ",
22024,Feminino,18,Tempo Integral,Auckland,Gerente Executivo,8/27/2013,Inativo,Horista,Pedido de Demissão," R$ 17,083.33 ",3/12/2014
2828,Masculino,20,Tempo Parcial,Dunedin,TI,8/28/2013,Inativo,Mensalista,Sem Justa Causa," R$ 6,666.67 ",3/13/2014
11260,Masculino,23,Tempo Parcial,Christchurch,Operacional,8/28/2013,Ativo,Mensalista,Sem Justa Causa," R$ 3,916.67 ",
33064,Masculino,22,Contrato,Auckland,Vendas e Marketing,8/29/2013,Ativo,Mensalista,Sem Justa Causa," R$ 3,750.00 ",
2546,Feminino,37,Contrato,North Shore,Gerente Executivo,8/29/2013,Inativo,Mensalista,Sem Justa Causa," R$ 19,750.00 ",3/14/2014
27360,Feminino,26,Tempo Integral,Hamilton,Vendas e Marketing,8/30/2013,Ativo,Mensalista,Sem Justa Causa," R$ 7,666.67 ",
3694,Masculino,20,Tempo Integral,Wellington,TI,8/30/2013,Inativo,Mensalista,Sem Justa Causa," R$ 9,083.33 ",3/15/2014
3484,Masculino,53,Tempo Integral,Wellington,Gerente Executivo,8/30/2013,Ativo,Mensalista,Sem Justa Causa," R$ 19,083.33 ",
21704,Feminino,20,Tempo Integral,Auckland,Vendas e Marketing,8/30/2013,Ativo,Mensalista,Pedido de Demissão," R$ 5,583.33 ",
6102,Feminino,21,Contrato,Wellington,Jurídico,8/31/2013,Ativo,Mensalista,Sem Justa Causa," R$ 7,500.00 ",
17924,Masculino,57,Tempo Parcial,Auckland,Manutenção,9/4/2013,Inativo,Mensalista,Pedido de Demissão," R$ 3,000.00 ",3/19/2014
9454,Masculino,17,Tempo Integral,Wellington,Jurídico,9/4/2013,Ativo,Horista,Sem Justa Causa," R$ 10,333.33 ",
2570,Masculino,45,Tempo Integral,Christchurch,Manutenção,9/4/2013,Ativo,Mensalista,Sem Justa Causa," R$ 3,083.33 ",
2602,Feminino,52,Tempo Integral,North Shore,TI,9/5/2013,Ativo,Mensalista,Sem Justa Causa," R$ 5,916.67 ",
5076,Masculino,20,Tempo Integral,Dunedin,Jurídico,9/5/2013,Inativo,Mensalista,Sem Justa Causa," R$ 7,416.67 ",3/20/2014
22670,Feminino,52,Tempo Parcial,Wellington,Jurídico,9/5/2013,Inativo,Horista,Sem Justa Causa," R$ 8,083.33 ",3/20/2014
17896,Masculino,20,Tempo Integral,Auckland,Financeiro,9/5/2013,Ativo,Horista,Pedido de Demissão," R$ 12,416.67 ",
4402,Feminino,19,Contrato,Christchurch,Gerente Executivo,9/5/2013,Ativo,Horista,Sem Justa Causa," R$ 26,250.00 ",
32022,Feminino,23,Tempo Integral,Hamilton,Operacional,9/5/2013,Inativo,Mensalista,Sem Justa Causa," R$ 3,333.33 ",3/20/2014
6644,Feminino,22,Tempo Integral,Manukau,Financeiro,9/5/2013,Ativo,Mensalista,Sem Justa Causa," R$ 12,250.00 ",
20232,Masculino,19,Tempo Integral,Auckland,Financeiro,9/5/2013,Ativo,Horista,Pedido de Demissão," R$ 7,500.00 ",
24132,Masculino,22,Tempo Integral,Hamilton,Operacional,9/6/2013,Ativo,Mensalista,Sem Justa Causa," R$ 2,666.67 ",
19618,Feminino,36,Tempo Integral,Auckland,TI,9/6/2013,Ativo,Horista,Pedido de Demissão," R$ 9,250.00 ",
5870,Masculino,48,Tempo Integral,Hamilton,Manutenção,9/6/2013,Ativo,Mensalista,Sem Justa Causa," R$ 3,416.67 ",
3826,Feminino,23,Contrato,Hamilton,Pesquisa,9/6/2013,Ativo,Mensalista,Sem Justa Causa," R$ 5,333.33 ",
31132,Masculino,24,Tempo Integral,Auckland,Financeiro,9/6/2013,Ativo,Mensalista,Sem Justa Causa," R$ 12,500.00 ",
3952,Feminino,28,Tempo Integral,Christchurch,TI,9/6/2013,Ativo,Mensalista,Sem Justa Causa," R$ 9,666.67 ",
21216,Masculino,20,Tempo Integral,Auckland,Financeiro,9/6/2013,Inativo,Horista,Pedido de Demissão," R$ 11,666.67 ",3/21/2014
19594,Feminino,19,Tempo Integral,Auckland,TI,9/7/2013,Ativo,Mensalista,Pedido de Demissão," R$ 6,083.33 ",
18994,Feminino,21,Tempo Integral,Wellington,Jurídico,9/9/2013,Ativo,Mensalista,Sem Justa Causa," R$ 8,833.33 ",
33700,Feminino,24,Contrato,Auckland,Gerente Executivo,9/10/2013,Inativo,Horista,Sem Justa Causa," R$ 31,416.67 ",3/25/2014
33594,Feminino,39,Tempo Parcial,Auckland,Pesquisa,9/10/2013,Inativo,Horista,Sem Justa Causa," R$ 8,750.00 ",3/25/2014
30350,Feminino,43,Tempo Parcial,Wellington,Vendas e Marketing,9/11/2013,Inativo,Mensalista,Sem Justa Causa," R$ 5,916.67 ",3/26/2014
27078,Masculino,24,Tempo Parcial,Auckland,Jurídico,9/11/2013,Inativo,Horista,Sem Justa Causa," R$ 6,833.33 ",3/26/2014
2060,Feminino,26,Tempo Integral,Hamilton,Financeiro,9/11/2013,Ativo,Mensalista,Sem Justa Causa," R$ 8,500.00 ",
6312,Masculino,24,Tempo Integral,Christchurch,Vendas e Marketing,9/12/2013,Ativo,Mensalista,Sem Justa Causa," R$ 5,333.33 ",
24728,Feminino,22,Tempo Integral,Wellington,Pesquisa,9/12/2013,Inativo,Mensalista,Sem Justa Causa," R$ 5,916.67 ",3/27/2014
21870,Feminino,21,Tempo Integral,Auckland,Jurídico,9/13/2013,Ativo,Horista,Pedido de Demissão," R$ 10,583.33 ",
